,id,screen_name,location,created_at,text,retweet_count,followers_count,language,friends_count,verified,title,category,content,date
731,731,hirunews,Colombo,2023-05-21 13:19:06+00:00,දේවගැති ජෙරොම්ගෙන් ප්‍රකාශයක්,0,178509,si,73,FALSE,දේවගැති ජෙරොම්ගෙන් ප්‍රකාශයක් (වීඩියෝ),,තමන් සිදුකළ ප්රකාශයකින් බෞද්ධ හින්දු ඉස්ලාම් සහෝදර ජනතාවගේ සිත් රිඳවීමක් සිදුවී ඇත්නම් ඊට තමන් සමාව ඉල්ලන බව දේවගැති ජෙරොම් ප්රනාන්ද පවසනව ඔහු මේ බව සඳහන් කළේ අද පස්වරුවේ මිරිහාන ප්රදේශයේ උත්සවශාලාවක පැවති ආගමික දේශනය අන්තර්ජාල ඔස්සේ සම්බන්ධ වෙමින්දේවගැති ජෙරොම් ප්රනාන්ද විසින් කරන ලද ප්රකාශයක අදාළ වීඩියෝවක සමාජ මාධ්ය ඔස්සේ සංසරණ වීමත් සමඟ එය රට තුළ දැඩි කථාබහට ලක්වුණේ අදාළ ප්රකාශය මගි බුදුන් වහන්සේ සහ අනෙකු ආගමික විශ්වාසයන්ට නිගරුවන බවට විවිධ පාර්ශව චෝදනා එල්ල කිරීමත් සමඟයිඒ අනුව ඔහුගේ එම ප්රකාශය පිළිබඳ මේ වනවිට අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවෙන් පරීක්ෂණයක් ආරම්භ කර තිබෙන අතර විදෙස් ගමන් තහනමක්ද අධිකරණය විසින් පනවා තිබෙනව එසේම ඔහුගේ වත්කම් සම්බන්ධයෙන්ද විමර්ශනයක් ක්රියාත්මකයිඑවන් පසුබිමක් තුළ කටුනායක පිහිටි මිරැකල් ඩෝම් සම්මේලන මධ්යස්ථානයේ අද ආගමික දේශනයක් පැවැත්වෙන බවට ඔහු මීට පෙර සිය සමාජ මාධ්යව සටහනක පළ කර තිබුණා කෙසේ වෙතත් ඔහු එම රැස්වී අවලංගු කර තිබූ අතර ඉන් අනතුරුවයි එය දෙහිවල පැවැත්වෙන බවට සටහනක තබා තිබුණේ එහෙත් එයද අවලංගු කර පසුව අදාළ ආගමික දේශනය මිරිහාන ප්රදේශයේ ස්ථානයක පැවැත්වී කටයුතු යොදා තිබුණාඑහිදී ආගමික දේශනයට දේවගැති ජෙරොම් ප්රනාන්ද අන්තර්ජාල ඔස්සේ එක්ව සිටියා එහිදී ඔහු කියා සිටියේ තමන් අනිවාර්්යයෙන්ම මෙරටට පැමිණෙන බව ඊට අදාළව තම නීතිඥවරු ඉදිරි කටයුතු සිදුකරමින් පවතින බව,"Sunday, 21 May 2023 - 18:37"
732,732,hirunews,Colombo,2023-05-21 12:45:38+00:00,පිසූ කුකුල් මස් කටු තුළ සූක්ෂම ලෙස සගවා තිබූ දේ මෙන්න,0,178509,si,73,FALSE,අගුණුකොළපැලැස්ස බන්ධනාගාරයේ අමුත්තන් බැලීමට පැමිණි පුද්ගලයකු සන්තකයේ හෙරොයින්,,අගුණුකොළපැලැස්ස බන්ධනාගාරයේ රදවා සිටින රැදවිය බැලීමට පැමිණි පුද්ගලය විසින් රැදවියාට ලබා දීම සදහා රැගෙන එන ලද පාර්සල ඊයේ බන්ධනාගාර හදිසි ප්රතිචාර උපක්රමික බලකා නිලධාරීන විසින් දැඩි සෝදිස්සියකට ලක්කර තිබෙනවාඑහිදී රැදවියාට ලබා දීම සදහා රැගෙන එන ලද මද පිසූ කුකුල් මස් කටු තුළ සූක්ෂම ලෙස සගවා හෙරොයින මිලිග්රෑම් ක ප්රමාණය අමුත්තන් පෙන්වීමේ රාජකාරියේ යෙදී සිටි බන්ධනාගාර හදිසි ප්රතිචාර උපක්රමික බලකා නිලධාරීන විසින් අත්අඩංගුව ගත් බව අතිරේක බන්ධනාගාර කොමසාරිස් ජනරාල් පවසනවාමෙම මත්ද්රව්ය රැගෙන එන ලද පුද්ගලයා හා අදාළ මත්ද්රව්යය ඉදිරි නීතිමය කටයුතු සදහා අගුණුකොළපැලැස්ස පොලිස් ස්ථානය වෙත භාර දී ඇති අතර සිදුවීම සම්බන්ධ අගුණුකොළපැලැස්ස බන්ධනාගාරය මගි විමර්ශණයක් ආරම්භ කර ඇති බව වාර්තා වන්නේ,"Sunday, 21 May 2023 - 18:06"
733,733,hirunews,Colombo,2023-05-21 12:27:55+00:00,' අම්මා අසනීප වී ඉස්පිරිතාලේ නතර කළා ඔයාට මේ චොක්ලට් එක දීලා ඔයාව වෑන් එකේ එක්ක එන්න කිව්වා,7,178509,si,73,FALSE,සිසුවියක් පැහැර ගැනීමට දැරූ උත්සාහයක් ව්‍යර්ථ වේ,,බණ්ඩාරවෙල නගරයේ ප්රසිද්ධ පාසලක ඉගෙනුම ලබන පාසල් සිසුවිය කිසියම් පිරිසක් විසින් පසුගිය සිකුරාදා පැහැරගෙන යෑ දැරූ උත්සාහයක ව්යර්ථ වී තිබෙනවාඇය පාසල නිම වී තම පාසල් වෑන් රථය දෙස යමි සිටිය දීයි මෙසේ පැහැර ගැනීමට උත්සාහ දරා ඇත්තේග්රේන්ස් ස්ටෙප් පඩිපෙළ ආසන්නයේ නවතා තිබූ සුදු පැහැති වැන් රථයකින් පැමිණි තරුණයෙකු අදාළ සිසුවිය පවසා ඇත්තේ අම්මා අසනීප වී රෝහලේ නතර කළ බවයිඑම තරුණයා සිසුවිය චොක්ලට් එකක් ද ලබා දී අම්මා ලග එක්ක යන්නම් වෑන් එකට නගින්න ලෙස පවසා තිබෙනවාකෙසේ වෙතත් මව සහෝදරයා ඉගෙනුම ලබන පාසලට යන බව පෙර දින තමන්ට පැවසූ බවට සිසුවිය සිහිපත් වී ඇති අතර ඇය බියට පත් වී බණ්ඩාරවෙල නගරයේ පිහිටි වෙළඳසැලක දුව ගොස් බේරී ඇති බව අප වාර්තාකරු සඳහන් කළේඅනතුරුව සිද්ධිය සම්බන්ධ සිසුවියගේ මව පොලිසියට පැමිණිලි කර තිඛෙන අතර මේ වන විට පොලිසිය විමර්ශන ආරම්භ කර තිබෙන බව වාර්තා වන්නේ,"Sunday, 21 May 2023 - 17:40"
734,734,hirunews,Colombo,2023-05-21 11:52:32+00:00,පාර්ලිමේන්තු මන්ත්‍රීවරුන්ගේ වැටුප අහෝසි වෙයි ද,0,178509,si,73,FALSE,පාර්ලිමේන්තු මන්ත්‍රී වැටුප් අහෝසි කිරීමේ යෝජනාව ගැන මුදල් රාජ්‍ය ඇමතිගෙන් ප්‍රකාශයක් (වීඩියෝ),,මහජන නියෝජිතයින් සඳහා තිබූ වරප්රසාද බොහොමයක් වර්තමාන මුදල් අමාත්යවරවයාගේ පාලන කාලය තුළ කප්පාදුවට ලක්කර ඇති බව මුදල් රාජ්ය අමාත්ය රංජිත සියඹලාපිටිය පවසනව පාර්ලිමේන්තු මන්ත්රී වැටුප් අහෝසි කිරීමේ යෝජනාවක් වර්ෂයේ අයවැය වාර්තාවේ සඳහන් වුවද එය මෙතෙක් ක්රියාත්මක නොවී සම්බන්ධ මාධ්යවේදි මුදල් අමාත්යවරයාගෙ සිදුකළ විමසීමකදීයි ඔහු මේ බව සඳහන් කළේ,"Sunday, 21 May 2023 - 17:17"
735,735,hirunews,Colombo,2023-05-21 11:37:50+00:00,රහසිගත තොරතුරු එළියට යෑම වැළැක්වීමට සමාගම ගත් විශේෂ පියවර වැඩි විස්තර,0,178509,si,73,FALSE,Apple සමාගමේ අලුත් වැඩේ,,ආයතනය තම සේවක මහතුන් වෙත උපදෙස දෙමි සිටින්නේ ආකාරයේ එනම සහ වැනි භාවිතා වලින් වැලකී සිටින ලෙසටයි එසේම දැනටමත් ආයතනයද තම සේවක මහතුන් වෙත උපදෙස දී ඇත්තේ භාවිතාවෙන් වලකින ලෙසටයි ද තම උපදෙස වලට හේතුව ලෙසට දක්වා සිටින්නේ ආයතනයේ රහසිගත තොරතුරු භාහිරට විවෘත වීම එය මගක විය හැකි බවයිහදාරන්නන් පෙන්වා දෙන්නේ තම ප්රථිවාදියෙකු වන හිමිත්වය ඇති වැනි භාවිතාවන් සමග තම සේවකාරාදීන් වැනි කටයුතු ස්වංක්රීය කරනයකට යාම ඔස්සේ තම ඔවුන් අතට පත්වීමේ අනතුර දැකීම විය හැකි බවයිමේ වන විට ආයතනයද තමන්ගේ නිමැවුම සදහා කටයුතු කරමින් සිටින බව වාර්ථ වනවාමේ වන විට සියළුම පාහේ ප්රධාන තොරතුරු තාක්ෂණ ආයතනයන් තමන්ගේ නිකුතුවකට දැනටමත්ම ගොස් තිබෙනව හෝ කඩිනමි සූදානම් වීමක් කරමින් සිටින අතර එලබෙන මාසයට නියමිත ලාගේ වලදී මේ පිලිබඳ නිවේදනයක් සිදුවෙනු ඇති බවට බලාපොරොත්තු වෙමින් තිබෙනව,"Sunday, 21 May 2023 - 16:56"
736,736,hirunews,Colombo,2023-05-21 11:02:49+00:00,ගොවීන්ට සුබ පණිවිඩයක්,0,178509,si,73,FALSE,වී වගා කරන ගොවීන්ට පොහොර මිල දී ගැනීමට සහනාධාර වවුචරයක්,,යල කන්නයේ වී වගා කරන ගොවීන් රසායනික හෝ කාබනික පොහොර මිල දී ගැනීමට අවශ්ය මූල්ය ප්රතිපාද සහනාධාර වවුචරය ලෙස ලබා දීමේ තීරණය කර තිබෙන බව කෘෂිකර්ම අමාත්යාංශ නිවේදන කරනවාඒ අනුව හෙක්ටයාර රුක් මුදලක් ලබා දෙන බව වාර්තා වී ඇත්තේ,"Sunday, 21 May 2023 - 16:19"
737,737,hirunews,Colombo,2023-05-21 09:55:21+00:00,විදේශ ගමන් බලපත්‍ර අයදුම්කරුවන්ගෙන් මුදල් වංචා කළ තවත් පිරිසක් අත්අඩංගුවට,4,178509,si,73,FALSE,විදේශ ගමන් බලපත්‍ර අයදුම්කරුවන්ගෙන් මුදල් වංචා කළ තවත් 6 දෙනෙක් අත්අඩංගුවට,,තැරැව්කරු ලෙස පෙනී සිටිමින් විදේශ ගමන් බලපත්ර අයදුම්කරුවන් රුපියල් බැගින් ගත් තවත් පුද්ගලයින් දෙනෙකු අත්අඩංගුව ගෙන තිබෙනව ඒ අනුව සිද්ධියට අදාළව මේ වන විට අත්අඩංගුව ගෙන ඇති මුළු සංඛ්යාව ක්ආගමන විගමන දෙපාර්තමේන්තුව අසළ දී සිදුව මූල්ය වංචාවන් පිළිබඳව පසුගිය දා හිරු ප්රවෘත්ති කණ්ඩාය අනාවරණයක් සිදු කළාබත්තරමුල්ල ආගමන විගමන දෙපාර්තමේන්තුව අසල පිහිටි ප්රදේශයේ දී තලංගම පොලීසිය සහ නුගේගොඩ අපරාධ විමර්ශන කොට්ඨාසය ඒකාබද්ධව සිදු කළ වැටලීමක දී මත්ද්රව්ය සමඟ පුද්ගලයන් දෙනෙකු ඊයේ දිනයේ ද අත්අඩංගුව ගෙන තිබුණාඑම සැකකරු අවුරුදු හා අතර වයස්වල පසුවන හෝකන්දර කොටහේන කිරුළපන කුලියාපිටිය මාලඹේ බත්තරමුල්ල තිස්සමහරාම මස්කෙළි මොරටුව පැලවත්ත වත්තල සහ කඩුවෙල යන ප්රදේශව පදිංචිකරුවන් බව වාර්තා වූයේපෝලිම්වල රැදී නොසිට නියමිත ක්රමවේදයෙන් බැහැරව ගමන් බලපත්ර නිකුත් කිරීම සඳහා මොවුන් රුපියල් බැගින් අය කර ඇති බව අනාවරණ වී තිබුණා,"Sunday, 21 May 2023 - 15:09"
738,738,hirunews,Colombo,2023-05-21 09:50:02+00:00,චාර්ල්ස් උතුරු පළාතේ වැඩ භාර ගැනීමට සූදානම්,1,178509,si,73,FALSE,උතුරු පළාත් ආණ්ඩුකාරවරිය වැඩ භාර ගැනීම හෙට,,උතුරු පළාත සදහා අලුතින් පත්කරන ලද ආණ්ඩුකාරවරිය වන පී එම් එස් චාර්ල්ස් හෙට දිනයේ දී උතුරු පළාත් ආණ්ඩුකාර ධූරයේ වැඩ භාර ගැනීමට නියමිතයිහෙට ඇයව පිළිගැනීම සදහා උතුරු පළාත් ආණ්ඩුකාර කාර්යාලයේ නිලධාරීන විසින් විශේෂ උත්සව සංවිධානය කොට තිබෙන බව අප වාර්තාකරු පවසන්නේඇය උතුරු පළාතේ ආණ්ඩුකාර ධූරයට පත් වනු දෙවන වරටයිඅභිනව ආණ්ඩුකාරවරිය වවුනියා මඩකලපු යන දිස්ත්රික්ක වල දිසාපති ධූරයද ශ්රී ලංකා රේගුව අධ්යක්ෂවරිය වශයෙන්ද මැතිවරණ කොමිසමේද සේවය කළ නිලධාරිනියකි,"Sunday, 21 May 2023 - 12:37"
739,739,hirunews,Colombo,2023-05-21 08:12:57+00:00,ෂාෆ්ටර්ගේ දේහය ගොඩගැනීමට කටයුතු සූදානම්,1,178509,si,73,FALSE,ෂාෆ්ටර්ගේ දේහය ගොඩගැනීමට කටයුතු සූදානම්,,ව්යාපාරික දිනේෂ ෂාෆ්ටර්ගේ දේහය මරණයට අදාල හේතුව සෙවීම සඳහා අධිකරණ නියෝගය අනුව මැයි වනදා ගොඩගැනීම නියමිත බව පොලිස් මාධ්ය ප්රකාශකවරයා සඳහන් කරන්නේඑමෙන්ම දේහය මිහිදන් කර ඇති ස්ථානයට පොලිස් ආරක්ෂාව ලබාදෙන බව ඔහු සඳහන් කළාඒ ඔහුගේ දේහය නැවත ගොඩගැනීම අවශ්යව බවට පංච පුද්ගල විශේෂ වෛද්ය මණ්ඩල කොළඹ මහේස්ත්රාත් අධිකරණය හමුවේ පසුගිය වැනිදා ලිඛිත සිදුකළ ඉල්ලීමක් සලකා බැලීමෙන් අනතුරුවයිමෙම මරණයට අදාළ හේතුව නිර්ණ කිරීම සඳහා මරණකරු දේහය නැවත ගොඩගෙන පරීක්ෂාවට ලක්කළ යුතුව ඇති බව ඒ හේතුවෙ ඒ සදහා අවසර ලබා දෙන ලෙසත් පංච පුද්ගල විශේෂ වෛද්ය මණ්ඩල කොළඹ අතිරේක මහේස්ත්රාත් රජින්ද්රා ජයසූරිය මහත්මියගෙන් එලෙස ඉල්ලීමක් සිදුකළ බව අප අධිකරණ වාර්තාකරු සඳහන් කරනු ලැබුවා,"Sunday, 21 May 2023 - 13:37"
740,740,hirunews,Colombo,2023-05-21 07:52:50+00:00,මල්ලියා පොලිස් අත්අඩංගුවට,1,178509,si,73,FALSE,"කාදර් නානා වත්තේ ""මල්ලියා"" ඇතුළු පිරිසක් අත්අඩංගුවට",,බොරැල්ල කාදර් නානා වත්ත ප්රදේශයේ අද අලුයම සිදුකළ වැටලීමකින් පුද්ගලයින් දෙනෙකු තියුණු ආයුධ සමඟ අත්අඩංගුව ගෙන තිබෙනවාමෙලෙස අත්අඩංගුව ගත් සැකකරු අතර කාදර් නානා වත්තේ මල්ලියා නැමැති අපරාධ රැසක සම්බන්ධ අපරාධකරුවෙක්ද සිටින බව පොලිසිය පවසන්නේසැකකරුවන් අත් අඩංගුව ගන්නා අවස්ථාවේ දී කඩු ක් කිනිස්සක් හෙරොයින මත්කුඩු අයිස් මත්ද්රව්ය හා ගංජා තොගයක් පොලිස් බාරයට ගෙන තිබෙනවාඅද අලුයම පොලිස් විශේෂ කාර්ය බලකාය පොලිසිය එක්ව දියත් කල විශේෂ වැටලීඉමක දී මෙම පිරිස අත්අඩංගුව ගැනීමට හැකි වී තිබෙනව,"Sunday, 21 May 2023 - 13:19"
741,741,hirunews,Colombo,2023-05-21 07:17:40+00:00,අධිවේගී මාර්ග භාවිතා කරන්නන් හට විශේෂ දැනුම්දීමක්,1,178509,si,73,FALSE,අධිවේගී මාර්ග භාවිත කරන්නන් හට දැනුම් දීමක්,,අයහපත් කාලගුණ හේතුවෙ අධිවේගී මාර්ගයේ රථ වාහන ධාවනයේ දී පැයට කිලෝමීටර ක සීමාවේ තමාගෙන ගමන් කරන ලෙසට අධිවේගී මාර්ග රථ වාහන කොට්ඨාසය රියදුරන් දැනුම දීමක් සිදුකරනවාඑමෙන්ම වාහන අතර පරතර තබාගෙන ගමනාන්ත දක්වා වාහනය පදවන ලෙසට දැනුම දෙනවාතවද අදුරු ආලෝක තත්ත්වයක් පවතින බැවින් ඉදිරිපස ප්රධාන පහන් දල්වාගෙන ධාවනයේ යෙදෙන ලෙසයි වැඩිදුර සඳහන් කරන්නේ,"Sunday, 21 May 2023 - 10:54"
742,742,hirunews,Colombo,2023-05-21 05:44:25+00:00,හොර අරක්කු වැටලීමට ගිය පොලිස් නිලධාරීන්ගේ වෙඩි පහරින් තරුණයෙකුට සිදු වූ දේ,1,178509,si,73,FALSE,නීතිවිරෝධී මත්පැන් වැටලීමකදී සිදුවූ වෙඩි තැබීමකින් පාසල් සිසුවෙකු තුවාල ලබයි (වීඩියෝ),,ගම්පොල පුපුරැස්ස පඹදෙනිය ප්රදේශයේ නීතිවිරෝධී මත්පැන් නිෂ්පාදනය කරන ස්ථානයක් වැටලීමට ගිය අවස්ථාවේ සිදුවූ වෙඩි තැබීමකින් හැවිරිදි පාසල් සිසුවෙකු තුවාල ලබා තිබෙනව මේ වනවිට එම සිසුවා ගම්පොල මූලික රෝහලට ඇතුළත් කර ඇති බව පොලිසිය සඳහන් කළේ අද උදෑසන පුපුරැස්ස පොලිසියේ නිලධාරීන පිරිසක් විසින් ලද තොරතුරක අනුව මෙම වැටලීම සඳහා පිටත්ව ගොස් ඇති බව සඳහන් මෙම පාසල් සිසුවා විසින් එහිදී නිවසේ සිටි සුනඛ ලෙහා දමා ඇති බව පොලිසිය ප්රකාශ කළා සුනඛ විසින් පොලිස් නිලධාරීන දෙදෙනෙකුව සපා කා ඇති අතර එම අවස්ථාවේ සිදුකළ වෙඩි තැබීමේදියි සිසුවාගේ පාදයක තුවාල වී ඇත්තේ වෙඩි වැදුනු සුනඛයාද එම ස්ථානයේදී මියගොස් ඇති බව සඳහන්,"Sunday, 21 May 2023 - 11:02"
743,743,hirunews,Colombo,2023-05-21 04:19:07+00:00,අයිස් විකුණූ ජල සම්පාදනයේ රියදුරා,2,178509,si,73,FALSE,අයිස් මත්ද්‍රව්‍ය තොගයක් සමඟ ජල සම්පාදනයේ රියදුරෙකු හසුවේ,,රුපියල් ලක්ෂ ක් වටිනා අයිස් මත්ද්රව්ය ග්රෑම් ක් සමඟ ජලසම්පාදන මණ්ඩලයේ රියදුරෙකු අත්අඩංගුව ගෙන තිබෙනව මෙලෙස අත්අඩංගුව ගෙන ඇත්තේ හැවිරිදි මග්ගොන පයාගල ප්රදේශයේ පදිංචිකරුවෙක් සැකකරු යතුරුපැදියකින් ගමන් කරමින් සිටියදි පයාගල මග්ගොන ඉන්ධන පිරවුම්හල අසළදී ඊයේ අත්අඩංගුව ගෙන ඇති බව වාර්තා වන්නේ,"Sunday, 21 May 2023 - 9:40"
744,744,hirunews,Colombo,2023-05-21 03:36:12+00:00,අක්කර මිලියන ගණනක් විනාශකළ ලැව් ගින්න,1,178509,si,73,FALSE,කැනඩාවේ ලැව්ගිනි හේතුවෙන් අක්කර මිලියන 2 ක් විනාශ වෙයි,,කැනඩාවේ ඇල්බර්ටා ප්රාන්තයේ හටගත ලැව්ගිනි හේතුවෙ අක්කර මිලියන ක් පමණ භූමි ප්රමාණය විනාශ වී තිබෙනව එය එම පළාතේ විශාලත නගරය වන කැල්ගරි මෙන් ගුණයක බව විදෙස් වාර්තා සඳහන් කළේ වාර්තාගත ඉහළ උෂ්ණත්වයක් සහ ප්රමාණවත් වර්ෂාපතන නොලැබී කැනඩාවේ ලැව්ගිනි හටගැනීම හේතුව වන අතර මිනිස් ක්රියාකාරකම් ද ඊට බලපා ඇති බව සඳහන්,"Sunday, 21 May 2023 - 9:01"
745,745,hirunews,Colombo,2023-05-21 03:22:00+00:00,දොඩම්පහල චන්දසිරි මහනාහිමියන්ගේ ආදාහන පූජෝත්සවය අද,1,178509,si,73,FALSE,දොඩම්පහල චන්දසිරි මහනාහිමියන්ගේ ආදාහන පූජෝත්සවය අද (වීඩියෝ),,අපවත්වී වදාළ ශ්රී ලංකා අමරපුර මහා නිකායේ උත්තරීතර මහනායක අතිපූජ්ය දොඩම්පහල චන්දසිරි මහනාහිමියන් ආදාහන පූජෝත්සවය අද පස්වරුවේ කොළඹ නිදහස් චතුරශ්ර පරිශ්රයේදී පූර්ණ රාජ්ය ගෞර සහිතව සිදුකිරීමට නියමිතයිරාජගිරිය ගෝතම තපෝවනයේ සිට රිය පෙරහරක වැඩමවන දේහය නිදහස් චතුරස්ර ත්රිවිධ හමුදාව විසින් බාරගැනීම නියමිතව තිබෙනව ශ්රී ලංකා අමරපුර මහා නිකායේ උත්තරීතර මහනායක අතිපූජ්ය දොඩම්පහල චන්දසිරි මහනාහිමියන් ශ්රී ජයවර්ධනපුර රෝහලේ ප්රතිකාර ලබමින් සිටියදී පසුගිය වනදා අපව වූ අතර ඒ වනවිට උන්වහන්සේ වන වියේ පසුවුණාජනාධිපති රනිල් වික්රමසිංහ ඊයේ පස්වරුවේ ශ්රී ලංකා අමරපුර මහා නිකායේ උත්තරීතර මහනායක අතිපූජ්ය දොඩම්පහල චන්දසිරි මහනාහිමියන් දේහය අවසන් ගෞර දැක්වු අතර හිටපු ජනාධිපති ගෝඨාභය රාජපක්ෂද උන්වහන්සේට අවසන් ගෞර දැක්වීමට පැමිණ සිටියාඑමෙන්ම විපක්ෂ නායක සජිත ප්රේමදාස ජනතා විමුක්ති පෙරමුණේ නායක අනුර කුමාර දිසානායක ඇතුළු දේශපාලඥයින් පිරිසක්ද උන්වහන්සේගේ දේහය අවසන් ගෞර දැක්වීමට ඊයේ පස්වරුවේ පැමිණ සිටියා,"Sunday, 21 May 2023 - 8:03"
746,746,hirunews,Colombo,2023-05-21 01:59:32+00:00,වෙනත් කාන්තාවකගේ ඡායාරූපයක් භාවිතකළ පුරඟනට සිදු වූ අකරතැබ්බය,1,178509,si,73,FALSE,යතුරුපැදිය හප්පා මනුෂ්‍ය ඝාතනයක් සිදුකිරීමට තැත් කළ පිරිසක් රිමාන්ඩ්,,අතුරුගිරිය මයිලංගම මාර්ගයේ ක්රීඩාංගණ අසලදී ඊයේ සවස කාලයේ මෝටර් රථයකින් යතුරුපැදියේ ගමන්කළ පුද්ගලයෙකු සහ කාන්තාවක් හප්පා මනුෂ්ය ඝාතනයක් සිදුකිරීමට තැත් කිරීමක් හේතුවෙ තුවාල ලැබූ කාන්තාවක් කොළඹ ජාතික රෝහලට ඇතුලත්ව සිදුකල ප්රකාශයක් මත අතුරුගිරිය පොලිස් ස්ථානය විසින් විමර්ශන ආරම්භ කර තිබෙනවාමෙම තුවාලකාරිය ගණිකා වෘත්තියේ යෙදෙන බවට ඇයගේ දුරකථන අංක සහ වෙනත් කානතාවකගේ ඡායාරූපයක් යොදා ගනිමින් අන්තර්ජාලයේ දැන්වීම පළකර තිබෙනවාඑහිදී එම ඡායරූපයේ සිටින කාන්තාවගේ පෙම්වතා විසින් ඒ බව නොහඟවා මෙම කාන්තාවගේ දුරකථන අංක ඇමතුමක් ගෙන ගණිකා වෘත්තියේ යෙදී සඳහා තමන් හමුවී පැමිණෙන ලෙස දැනුම දී තිබෙනවාඑහිදී මෙම තුවාලකාරිය තවත් පුද්ගලයෙකු සමඟ යතුරුපැදියෙන් එම ස්ථානයට පැමිණ ඇති අතර දුරකථන ඇමතු ලබා දුන් පුද්ගලයා මෝටර් රථයකින් තවත් පුද්ගලයින් දෙදෙනෙකු සමඟ එම ස්ථානයට පැමිණ තිබෙනවාමෙම අවස්ථාවේ කරුණු හෙලිවීමෙන් අනතුරුව දෙපිරිස අතර නොසන්සුන්කාරී තත්ත්වයක් ඇතිවී තිබෙන බව යතුරුපැදියෙන් පැමිණි තුවාලකාරිය සහ අනෙකු පුද්ගලයා පලා යාමට උත්සාහ කිරීමේ දී මෙම මෝටර් රථයේ පැමිණි පිරිස යතුරුපැදිය හප්පා මනුෂ්ය ඝාතනයක් සිදුකිරීමට තැත් කර මොවුන් අල්ලා ගැනීමට උත්සාහ කර ඇති බව පොලිසිය පවසන්නේමෙම සිදුවීමෙන් තුවාල ලැබූ කාන්තාව වයස අවුරුදු ක් වන හෝමාගම ප්රදේශයේ පදිංචිකාරියක්මෙම සිදුවීමෙන් අනතුරුව සැකකරු තිදෙනෙකු එම සැකකරු පැමිණි මෝටර් රථය පොලිසිය විසින් අත්අඩංගුව ගෙන තිබෙනවාපොලිසිය පවසන්නේ අත්අඩංගුව ගත් සැකකරු වයස අවුරුදු සහ වයස්වල පසුවන අතුරුගිරිය සහ හෝමාගම ප්රදේශව පදිංචිකරුවන් බවයිඑම සැකකරු ඊයේ දින කඩුවෙල මහේස්ත්රාත් අධිකරණය වෙත ඉදිරිපත් කිරීමෙන් අනතුරුව ලබන වනදා දක්වා රක්ෂිත බන්ධනාගාර ගත කර තිබෙනව,"Sunday, 21 May 2023 - 7:08"
747,747,hirunews,Colombo,2023-05-21 01:44:39+00:00,සිසුවියන් දෙදෙනෙකු සහ සිසුවෙකු එක්ව දැමූ සාදයට සිදු වූ දේ,6,178509,si,73,FALSE,සිසුවියන් දෙදෙනෙකු සහ සිසුවෙකු මත්පැන් පානය කරමින් සිටියදී අත්අඩංගුවට,,මත්පැන් පානය කර අශෝභන ලෙස හැසිරෙමින් සිටින බවට ලැබුණු පැමිණිල්ලක අනුව පාසල් සිසුවිය දෙදෙනෙකු පාසල් සිසුවෙකු ඇතුළු දෙන අද අත්අඩංගුව ගත් බව පානදුර කොට්ඨාස අපරාධ විමර්ශන අංශය පවසනවාමෙලෙස අත්අඩංගුව ගත් අය අතර තරුණියක සහ තරුණයන් දෙදෙන ද සිටින බව පොලිසිය සඳහන් කරන්නේපානදුරේ සංචාරක හෝටලයක් අසළ පිරිසක් මත්පැන් පානය කර අශෝභන ලෙස හැසිරෙන බවට ලැබුණු දුරකථන ඇමතුමක් අනුව පොලිසිය එහි යන විට ඔවුන් මෝටර් රථයකින් පිටව යාමට උත්සාහ ගෙන තිබෙනවාඑහිදී රථය පැදවීම සූදානම් වූ තරුණයා බීමත් සිටි බැවින් ඔවුන් සියලු දෙනාම පොලිසියට රැගෙන ආ බවත්බාලවයස්කාර පාසල් සිසුවිය දෙදෙනා සහ පාසල් සිසුවා තම අනන්යතා තහවුරු කිරීමට අකමැති වූ බැවින් ඔවුන් පිළිබඳව තවදුරටත් විමර්ශන සිදුකරන බව පොලිසිය ප්රකාශ කළේ,"Saturday, 20 May 2023 - 23:24"
